benchmark=kaluza,solver=ic3ia,TO=20.000000
path,sat,time,step
benchmark/laut/kaluza/802/sink.vmt,1,0.032094,1
benchmark/laut/kaluza/1638/sink.vmt,0,0.020811,1
benchmark/laut/kaluza/654/sink.vmt,1,0.038278,4
benchmark/laut/kaluza/1052/sink.vmt,1,0.267719,19
benchmark/laut/kaluza/1720/sink.vmt,1,0.265809,20
benchmark/laut/kaluza/142/sink.vmt,0,0.016661,1
benchmark/laut/kaluza/601/sink.vmt,0,0.019082,1
benchmark/laut/kaluza/336/sink.vmt,1,0.032700,0
benchmark/laut/kaluza/1512/sink.vmt,0,0.034712,1
benchmark/laut/kaluza/550/sink.vmt,0,0.215248,13
benchmark/laut/kaluza/894/sink.vmt,0,0.116094,4
benchmark/laut/kaluza/1432/sink.vmt,1,0.033665,1
benchmark/laut/kaluza/302/sink.vmt,1,0.018805,0
benchmark/laut/kaluza/1282/sink.vmt,0,0.034794,1
benchmark/laut/kaluza/1710/sink.vmt,0,0.318030,16
benchmark/laut/kaluza/1086/sink.vmt,0,0.032139,1
benchmark/laut/kaluza/65/sink.vmt,t,0.0,0
benchmark/laut/kaluza/1887/sink.vmt,0,0.022682,1
benchmark/laut/kaluza/813/sink.vmt,1,0.467367,6
benchmark/laut/kaluza/1649/sink.vmt,0,0.033040,1
benchmark/laut/kaluza/1024/sink.vmt,0,0.034857,1
benchmark/laut/kaluza/1870/sink.vmt,1,0.272897,20
benchmark/laut/kaluza/134/sink.vmt,0,0.371006,1
benchmark/laut/kaluza/805/sink.vmt,1,0.034083,1
benchmark/laut/kaluza/1329/sink.vmt,0,0.120571,4
benchmark/laut/kaluza/1963/sink.vmt,0,0.317485,16
benchmark/laut/kaluza/1542/sink.vmt,0,0.069784,1
benchmark/laut/kaluza/846/sink.vmt,0,0.069288,1
benchmark/laut/kaluza/1567/sink.vmt,0,0.019179,1
benchmark/laut/kaluza/1709/sink.vmt,0,0.021760,1
benchmark/laut/kaluza/533/sink.vmt,0,0.033688,1
benchmark/laut/kaluza/1069/sink.vmt,1,0.323231,11
benchmark/laut/kaluza/1751/sink.vmt,1,0.319461,20
benchmark/laut/kaluza/311/sink.vmt,1,0.017978,1
benchmark/laut/kaluza/979/sink.vmt,0,0.022287,1
benchmark/laut/kaluza/466/sink.vmt,0,0.166221,9
benchmark/laut/kaluza/1262/sink.vmt,0,0.068034,1
benchmark/laut/kaluza/714/sink.vmt,0,0.017963,1
benchmark/laut/kaluza/1256/sink.vmt,1,0.472595,6
benchmark/laut/kaluza/168/sink.vmt,0,0.034033,1
benchmark/laut/kaluza/913/sink.vmt,1,0.034579,1
benchmark/laut/kaluza/1058/sink.vmt,1,0.238430,19
benchmark/laut/kaluza/820/sink.vmt,1,0.038591,0
benchmark/laut/kaluza/1062/sink.vmt,1,0.216998,19
benchmark/laut/kaluza/1819/sink.vmt,1,0.017771,0
benchmark/laut/kaluza/1117/sink.vmt,0,0.033726,1
benchmark/laut/kaluza/1244/sink.vmt,0,0.021094,1
benchmark/laut/kaluza/1109/sink.vmt,1,0.028341,0
benchmark/laut/kaluza/1853/sink.vmt,1,0.220896,19
benchmark/laut/kaluza/672/sink.vmt,0,0.025826,1
benchmark/laut/kaluza/522/sink.vmt,1,0.066000,1
benchmark/laut/kaluza/1030/sink.vmt,1,0.218535,19
benchmark/laut/kaluza/924/sink.vmt,0,0.043112,1
benchmark/laut/kaluza/1137/sink.vmt,0,0.033726,1
benchmark/laut/kaluza/1641/sink.vmt,0,0.065560,1
benchmark/laut/kaluza/1568/sink.vmt,0,0.018644,1
benchmark/laut/kaluza/153/sink.vmt,1,0.517657,6
benchmark/laut/kaluza/285/sink.vmt,0,0.034922,1
benchmark/laut/kaluza/631/sink.vmt,1,0.217213,19
benchmark/laut/kaluza/62/sink.vmt,0,0.034846,1
benchmark/laut/kaluza/1079/sink.vmt,0,0.043381,1
benchmark/laut/kaluza/1185/sink.vmt,0,0.219821,13
benchmark/laut/kaluza/689/sink.vmt,1,0.316039,20
benchmark/laut/kaluza/1228/sink.vmt,1,0.034366,1
benchmark/laut/kaluza/1199/sink.vmt,1,0.316088,11
benchmark/laut/kaluza/1847/sink.vmt,1,0.268751,19
benchmark/laut/kaluza/1895/sink.vmt,0,0.016546,1
benchmark/laut/kaluza/1237/sink.vmt,0,0.379668,19
benchmark/laut/kaluza/461/sink.vmt,0,0.039992,1
benchmark/laut/kaluza/1829/sink.vmt,1,0.321306,20
benchmark/laut/kaluza/1147/sink.vmt,0,0.116307,4
benchmark/laut/kaluza/1438/sink.vmt,0,0.034315,1
benchmark/laut/kaluza/1651/sink.vmt,0,0.034783,1
benchmark/laut/kaluza/717/sink.vmt,0,0.035961,1
benchmark/laut/kaluza/109/sink.vmt,1,0.016747,0
benchmark/laut/kaluza/1304/sink.vmt,0,0.116749,4
benchmark/laut/kaluza/646/sink.vmt,0,0.183610,9
benchmark/laut/kaluza/176/sink.vmt,1,0.729607,45
benchmark/laut/kaluza/1398/sink.vmt,0,1.085797,1
benchmark/laut/kaluza/126/sink.vmt,1,1.636207,54
benchmark/laut/kaluza/379/sink.vmt,1,0.116232,1
benchmark/laut/kaluza/1674/sink.vmt,1,0.319169,19
benchmark/laut/kaluza/1004/sink.vmt,1,0.423794,11
benchmark/laut/kaluza/505/sink.vmt,1,0.173422,1
benchmark/laut/kaluza/1959/sink.vmt,0,0.034463,1
benchmark/laut/kaluza/452/sink.vmt,1,0.033938,1
benchmark/laut/kaluza/949/sink.vmt,0,0.017060,1
benchmark/laut/kaluza/1105/sink.vmt,1,0.218336,19
benchmark/laut/kaluza/498/sink.vmt,1,0.368856,11
benchmark/laut/kaluza/734/sink.vmt,1,0.315244,21
benchmark/laut/kaluza/1281/sink.vmt,1,0.033443,1
benchmark/laut/kaluza/1477/sink.vmt,0,0.065087,1
benchmark/laut/kaluza/1549/sink.vmt,0,0.033502,1
benchmark/laut/kaluza/1031/sink.vmt,0,0.033605,1
benchmark/laut/kaluza/1310/sink.vmt,1,0.316440,11
benchmark/laut/kaluza/1166/sink.vmt,0,0.034066,1
benchmark/laut/kaluza/1781/sink.vmt,1,0.033476,1
benchmark/laut/kaluza/1372/sink.vmt,0,0.034305,1
benchmark/laut/kaluza/1603/sink.vmt,0,0.316739,16
benchmark/laut/kaluza/1572/sink.vmt,1,0.034359,1
benchmark/laut/kaluza/98/sink.vmt,1,0.822889,8
benchmark/laut/kaluza/197/sink.vmt,1,0.033671,1
benchmark/laut/kaluza/517/sink.vmt,0,0.032984,1
benchmark/laut/kaluza/1226/sink.vmt,0,0.119459,4
benchmark/laut/kaluza/1230/sink.vmt,0,0.033078,1
benchmark/laut/kaluza/1435/sink.vmt,1,0.036740,1
benchmark/laut/kaluza/328/sink.vmt,1,0.066718,0
benchmark/laut/kaluza/1713/sink.vmt,1,0.267091,20
benchmark/laut/kaluza/1634/sink.vmt,0,0.038998,1
benchmark/laut/kaluza/299/sink.vmt,1,0.027381,1
benchmark/laut/kaluza/559/sink.vmt,0,0.065188,1
benchmark/laut/kaluza/322/sink.vmt,0,0.020367,1
benchmark/laut/kaluza/478/sink.vmt,1,0.027741,1
benchmark/laut/kaluza/1444/sink.vmt,1,0.269876,20
benchmark/laut/kaluza/107/sink.vmt,1,0.016908,1
benchmark/laut/kaluza/1474/sink.vmt,0,0.033247,1
benchmark/laut/kaluza/1722/sink.vmt,0,0.034171,1
benchmark/laut/kaluza/896/sink.vmt,1,0.022827,1
benchmark/laut/kaluza/1632/sink.vmt,0,0.017003,1
benchmark/laut/kaluza/1507/sink.vmt,1,0.368752,11
benchmark/laut/kaluza/1838/sink.vmt,0,0.033289,1
benchmark/laut/kaluza/1619/sink.vmt,1,0.366933,11
benchmark/laut/kaluza/1629/sink.vmt,0,0.315775,16
benchmark/laut/kaluza/1761/sink.vmt,1,0.270685,20
benchmark/laut/kaluza/1442/sink.vmt,0,0.067889,1
benchmark/laut/kaluza/1820/sink.vmt,0,0.032902,1
benchmark/laut/kaluza/207/sink.vmt,1,0.033516,0
benchmark/laut/kaluza/958/sink.vmt,1,0.316207,20
benchmark/laut/kaluza/1373/sink.vmt,1,0.034341,1
benchmark/laut/kaluza/457/sink.vmt,1,0.319740,20
benchmark/laut/kaluza/227/sink.vmt,1,0.070645,4
benchmark/laut/kaluza/1053/sink.vmt,0,0.019991,1
benchmark/laut/kaluza/1581/sink.vmt,0,0.019537,1
benchmark/laut/kaluza/1467/sink.vmt,0,0.068142,1
benchmark/laut/kaluza/1169/sink.vmt,1,0.116700,14
benchmark/laut/kaluza/701/sink.vmt,1,0.369399,11
benchmark/laut/kaluza/998/sink.vmt,1,0.034446,0
benchmark/laut/kaluza/394/sink.vmt,0,0.367790,19
benchmark/laut/kaluza/973/sink.vmt,0,0.033044,1
benchmark/laut/kaluza/898/sink.vmt,1,0.116281,11
benchmark/laut/kaluza/659/sink.vmt,0,0.033728,1
benchmark/laut/kaluza/1283/sink.vmt,1,0.065261,4
benchmark/laut/kaluza/422/sink.vmt,1,0.267207,19
benchmark/laut/kaluza/1094/sink.vmt,1,0.369594,11
benchmark/laut/kaluza/445/sink.vmt,1,0.567699,24
benchmark/laut/kaluza/1431/sink.vmt,0,0.119908,4
benchmark/laut/kaluza/1343/sink.vmt,0,0.037022,1
benchmark/laut/kaluza/430/sink.vmt,0,0.016892,1
benchmark/laut/kaluza/693/sink.vmt,0,0.033464,1
benchmark/laut/kaluza/333/sink.vmt,1,0.033673,1
benchmark/laut/kaluza/1414/sink.vmt,0,0.032666,1
benchmark/laut/kaluza/1285/sink.vmt,1,0.070757,1
benchmark/laut/kaluza/888/sink.vmt,1,0.671513,6
benchmark/laut/kaluza/688/sink.vmt,1,0.269699,20
benchmark/laut/kaluza/879/sink.vmt,1,0.032770,1
benchmark/laut/kaluza/486/sink.vmt,1,0.267744,19
benchmark/laut/kaluza/710/sink.vmt,0,0.376747,1
benchmark/laut/kaluza/1530/sink.vmt,1,0.679277,1
benchmark/laut/kaluza/1148/sink.vmt,0,0.322830,13
benchmark/laut/kaluza/1711/sink.vmt,0,0.017165,1
benchmark/laut/kaluza/954/sink.vmt,0,0.321260,13
benchmark/laut/kaluza/892/sink.vmt,0,0.678390,1
benchmark/laut/kaluza/901/sink.vmt,0,0.035174,1
benchmark/laut/kaluza/1133/sink.vmt,1,1.145715,1
benchmark/laut/kaluza/754/sink.vmt,0,1.189871,1
benchmark/laut/kaluza/1212/sink.vmt,1,0.166431,1
benchmark/laut/kaluza/224/sink.vmt,1,0.166771,4
benchmark/laut/kaluza/1901/sink.vmt,1,0.267903,19
benchmark/laut/kaluza/1207/sink.vmt,1,0.268807,20
benchmark/laut/kaluza/1952/sink.vmt,0,0.116911,1
benchmark/laut/kaluza/905/sink.vmt,0,0.066330,1
benchmark/laut/kaluza/1523/sink.vmt,1,0.065243,1
benchmark/laut/kaluza/337/sink.vmt,0,0.420241,19
benchmark/laut/kaluza/860/sink.vmt,1,0.220468,1
benchmark/laut/kaluza/539/sink.vmt,1,0.824833,6
benchmark/laut/kaluza/1218/sink.vmt,1,0.035448,1
benchmark/laut/kaluza/1392/sink.vmt,1,0.220200,20
benchmark/laut/kaluza/417/sink.vmt,1,0.217405,16
benchmark/laut/kaluza/424/sink.vmt,0,0.034049,1
benchmark/laut/kaluza/915/sink.vmt,0,0.016932,1
benchmark/laut/kaluza/1324/sink.vmt,1,0.219036,19
benchmark/laut/kaluza/286/sink.vmt,0,0.035482,1
benchmark/laut/kaluza/635/sink.vmt,0,0.069999,1
benchmark/laut/kaluza/268/sink.vmt,1,0.469461,6
benchmark/laut/kaluza/1254/sink.vmt,1,0.216502,19
benchmark/laut/kaluza/1585/sink.vmt,1,0.217509,19
benchmark/laut/kaluza/662/sink.vmt,1,0.271249,20
benchmark/laut/kaluza/1025/sink.vmt,1,0.267224,19
benchmark/laut/kaluza/983/sink.vmt,0,0.035935,1
benchmark/laut/kaluza/175/sink.vmt,0,0.016447,1
benchmark/laut/kaluza/353/sink.vmt,1,0.270306,20
benchmark/laut/kaluza/1509/sink.vmt,0,0.016352,1
benchmark/laut/kaluza/1550/sink.vmt,1,0.321132,11
benchmark/laut/kaluza/1740/sink.vmt,1,0.033088,1
benchmark/laut/kaluza/1574/sink.vmt,1,0.116275,11
benchmark/laut/kaluza/1182/sink.vmt,0,0.018614,1
benchmark/laut/kaluza/1407/sink.vmt,1,0.220903,19
benchmark/laut/kaluza/1983/sink.vmt,0,0.017243,1
benchmark/laut/kaluza/1498/sink.vmt,0,0.067121,1
benchmark/laut/kaluza/352/sink.vmt,0,0.319414,16
benchmark/laut/kaluza/1644/sink.vmt,0,0.017362,1
benchmark/laut/kaluza/17/sink.vmt,1,0.066465,1
benchmark/laut/kaluza/22/sink.vmt,1,0.017300,1
benchmark/laut/kaluza/1597/sink.vmt,0,0.040465,1
benchmark/laut/kaluza/1727/sink.vmt,1,0.316847,20
benchmark/laut/kaluza/775/sink.vmt,1,0.320224,20
benchmark/laut/kaluza/99/sink.vmt,1,0.068943,1
benchmark/laut/kaluza/1991/sink.vmt,0,0.033671,1
benchmark/laut/kaluza/1878/sink.vmt,0,0.018005,1
benchmark/laut/kaluza/726/sink.vmt,1,0.272429,19
benchmark/laut/kaluza/1106/sink.vmt,1,0.270392,20
benchmark/laut/kaluza/1951/sink.vmt,1,0.322152,11
benchmark/laut/kaluza/25/sink.vmt,1,0.067362,10
benchmark/laut/kaluza/1434/sink.vmt,1,0.224322,19
benchmark/laut/kaluza/75/sink.vmt,1,0.474494,6
benchmark/laut/kaluza/1252/sink.vmt,0,0.017714,1
benchmark/laut/kaluza/1332/sink.vmt,1,0.269420,20
benchmark/laut/kaluza/1219/sink.vmt,1,0.218531,20
benchmark/laut/kaluza/1822/sink.vmt,1,0.219024,19
benchmark/laut/kaluza/1654/sink.vmt,1,0.072612,1
benchmark/laut/kaluza/1466/sink.vmt,1,0.217740,19
benchmark/laut/kaluza/639/sink.vmt,1,0.220565,19
benchmark/laut/kaluza/1172/sink.vmt,0,0.034304,1
benchmark/laut/kaluza/1788/sink.vmt,0,0.036729,1
benchmark/laut/kaluza/1916/sink.vmt,1,0.033067,1
benchmark/laut/kaluza/41/sink.vmt,0,0.035804,1
benchmark/laut/kaluza/243/sink.vmt,1,0.033234,0
benchmark/laut/kaluza/604/sink.vmt,0,0.039160,1
benchmark/laut/kaluza/1081/sink.vmt,0,0.218191,13
benchmark/laut/kaluza/715/sink.vmt,0,0.169408,9
benchmark/laut/kaluza/784/sink.vmt,0,0.017392,1
benchmark/laut/kaluza/1719/sink.vmt,0,0.018542,1
benchmark/laut/kaluza/1666/sink.vmt,1,0.033778,1
benchmark/laut/kaluza/1047/sink.vmt,0,0.017748,1
benchmark/laut/kaluza/1415/sink.vmt,0,0.018710,1
benchmark/laut/kaluza/1780/sink.vmt,1,0.034737,1
benchmark/laut/kaluza/428/sink.vmt,0,0.285755,16
benchmark/laut/kaluza/1066/sink.vmt,0,0.015747,1
benchmark/laut/kaluza/1768/sink.vmt,0,0.065996,1
benchmark/laut/kaluza/736/sink.vmt,1,0.224263,19
benchmark/laut/kaluza/1269/sink.vmt,0,0.035455,1
benchmark/laut/kaluza/421/sink.vmt,0,0.017110,1
benchmark/laut/kaluza/1555/sink.vmt,1,0.034788,1
benchmark/laut/kaluza/1433/sink.vmt,0,0.034875,1
benchmark/laut/kaluza/1877/sink.vmt,1,0.034173,1
benchmark/laut/kaluza/397/sink.vmt,0,0.034352,1
benchmark/laut/kaluza/725/sink.vmt,1,0.034506,1
benchmark/laut/kaluza/524/sink.vmt,0,0.067830,1
benchmark/laut/kaluza/73/sink.vmt,1,0.034055,4
benchmark/laut/kaluza/1092/sink.vmt,0,0.035390,1
benchmark/laut/kaluza/100/sink.vmt,1,0.018241,0
benchmark/laut/kaluza/96/sink.vmt,0,0.016510,1
benchmark/laut/kaluza/141/sink.vmt,1,0.066024,4
benchmark/laut/kaluza/890/sink.vmt,0,0.017257,1
benchmark/laut/kaluza/1881/sink.vmt,0,0.121307,4
benchmark/laut/kaluza/324/sink.vmt,1,0.024683,0
benchmark/laut/kaluza/834/sink.vmt,0,0.036458,1
benchmark/laut/kaluza/595/sink.vmt,0,0.169706,9
benchmark/laut/kaluza/317/sink.vmt,1,0.069060,4
benchmark/laut/kaluza/1529/sink.vmt,0,0.017041,1
benchmark/laut/kaluza/1944/sink.vmt,1,0.268431,19
benchmark/laut/kaluza/652/sink.vmt,0,0.016299,1
benchmark/laut/kaluza/1292/sink.vmt,1,0.322611,11
benchmark/laut/kaluza/1501/sink.vmt,0,0.035116,1
benchmark/laut/kaluza/557/sink.vmt,0,0.117998,4
benchmark/laut/kaluza/893/sink.vmt,0,0.167450,9
benchmark/laut/kaluza/570/sink.vmt,0,0.033097,1
benchmark/laut/kaluza/1206/sink.vmt,0,0.018028,1
benchmark/laut/kaluza/1290/sink.vmt,0,0.120381,4
benchmark/laut/kaluza/130/sink.vmt,1,0.067113,4
benchmark/laut/kaluza/1659/sink.vmt,1,0.267160,21
benchmark/laut/kaluza/210/sink.vmt,1,0.017812,0
benchmark/laut/kaluza/1706/sink.vmt,1,0.270505,20
benchmark/laut/kaluza/1379/sink.vmt,1,0.321093,11
benchmark/laut/kaluza/1009/sink.vmt,1,0.033577,1
benchmark/laut/kaluza/1235/sink.vmt,1,0.322129,11
benchmark/laut/kaluza/1317/sink.vmt,1,0.033117,1
benchmark/laut/kaluza/443/sink.vmt,1,0.033043,1
benchmark/laut/kaluza/1949/sink.vmt,0,0.067949,1
benchmark/laut/kaluza/1656/sink.vmt,0,0.067994,1
benchmark/laut/kaluza/992/sink.vmt,1,0.035817,1
benchmark/laut/kaluza/932/sink.vmt,0,0.016903,1
benchmark/laut/kaluza/1246/sink.vmt,1,0.318315,11
benchmark/laut/kaluza/1615/sink.vmt,0,0.067743,1
benchmark/laut/kaluza/385/sink.vmt,0,0.018306,1
benchmark/laut/kaluza/1440/sink.vmt,0,0.117948,4
benchmark/laut/kaluza/1812/sink.vmt,1,0.219347,19
benchmark/laut/kaluza/1730/sink.vmt,1,0.119166,11
benchmark/laut/kaluza/840/sink.vmt,1,0.038254,1
benchmark/laut/kaluza/367/sink.vmt,0,0.017444,1
benchmark/laut/kaluza/35/sink.vmt,1,0.167213,14
benchmark/laut/kaluza/1635/sink.vmt,1,0.217314,19
benchmark/laut/kaluza/1257/sink.vmt,1,0.033680,1
benchmark/laut/kaluza/31/sink.vmt,1,0.016320,1
benchmark/laut/kaluza/437/sink.vmt,1,0.218643,19
benchmark/laut/kaluza/48/sink.vmt,1,0.033989,4
benchmark/laut/kaluza/1385/sink.vmt,0,0.317978,16
benchmark/laut/kaluza/1826/sink.vmt,1,0.035798,1
benchmark/laut/kaluza/991/sink.vmt,1,0.217906,19
benchmark/laut/kaluza/1337/sink.vmt,0,0.021357,1
benchmark/laut/kaluza/1954/sink.vmt,1,0.219154,19
benchmark/laut/kaluza/1697/sink.vmt,0,0.037187,1
benchmark/laut/kaluza/229/sink.vmt,0,0.035249,1
benchmark/laut/kaluza/1515/sink.vmt,0,0.017981,1
benchmark/laut/kaluza/272/sink.vmt,1,0.033761,4
benchmark/laut/kaluza/704/sink.vmt,0,0.018032,1
benchmark/laut/kaluza/241/sink.vmt,1,0.019688,0
benchmark/laut/kaluza/1336/sink.vmt,0,0.017121,1
benchmark/laut/kaluza/1525/sink.vmt,0,0.018733,1
benchmark/laut/kaluza/423/sink.vmt,0,0.036502,1
benchmark/laut/kaluza/1994/sink.vmt,1,0.322237,20
benchmark/laut/kaluza/819/sink.vmt,1,0.525221,6
benchmark/laut/kaluza/346/sink.vmt,0,0.176248,9
benchmark/laut/kaluza/789/sink.vmt,0,0.033627,1
benchmark/laut/kaluza/1459/sink.vmt,0,0.017270,1
benchmark/laut/kaluza/801/sink.vmt,1,0.316518,11
benchmark/laut/kaluza/1532/sink.vmt,1,0.069338,1
benchmark/laut/kaluza/895/sink.vmt,1,0.068574,9
benchmark/laut/kaluza/111/sink.vmt,1,0.018463,0
benchmark/laut/kaluza/997/sink.vmt,1,0.323954,21
benchmark/laut/kaluza/1717/sink.vmt,1,0.033603,1
benchmark/laut/kaluza/731/sink.vmt,t,0.0,0
benchmark/laut/kaluza/1783/sink.vmt,1,0.319017,11
benchmark/laut/kaluza/74/sink.vmt,t,0.0,0
benchmark/laut/kaluza/1873/sink.vmt,0,0.019236,1
benchmark/laut/kaluza/234/sink.vmt,1,6.693415,59
benchmark/laut/kaluza/1197/sink.vmt,1,0.020485,0
benchmark/laut/kaluza/161/sink.vmt,1,0.016383,0
benchmark/laut/kaluza/1561/sink.vmt,1,0.321479,19
benchmark/laut/kaluza/1087/sink.vmt,1,0.319121,11
benchmark/laut/kaluza/799/sink.vmt,1,0.318752,11
benchmark/laut/kaluza/279/sink.vmt,1,0.068865,4
benchmark/laut/kaluza/990/sink.vmt,0,0.016764,1
benchmark/laut/kaluza/249/sink.vmt,0,0.066083,1
benchmark/laut/kaluza/215/sink.vmt,1,0.066567,4
benchmark/laut/kaluza/743/sink.vmt,0,0.121992,4
benchmark/laut/kaluza/677/sink.vmt,1,0.068879,1
benchmark/laut/kaluza/469/sink.vmt,1,0.066346,4
benchmark/laut/kaluza/459/sink.vmt,0,0.033396,1
benchmark/laut/kaluza/225/sink.vmt,0,0.270465,1
benchmark/laut/kaluza/686/sink.vmt,1,0.270781,19
benchmark/laut/kaluza/597/sink.vmt,0,0.033457,1
benchmark/laut/kaluza/1265/sink.vmt,0,0.018351,1
benchmark/laut/kaluza/97/sink.vmt,0,0.370004,1
benchmark/laut/kaluza/23/sink.vmt,1,0.066347,4
benchmark/laut/kaluza/1891/sink.vmt,0,0.033677,1
benchmark/laut/kaluza/696/sink.vmt,1,0.219717,19
benchmark/laut/kaluza/384/sink.vmt,0,0.017579,1
benchmark/laut/kaluza/292/sink.vmt,0,0.018057,1
benchmark/laut/kaluza/355/sink.vmt,1,0.065789,10
benchmark/laut/kaluza/1852/sink.vmt,0,0.017579,1
benchmark/laut/kaluza/1150/sink.vmt,1,0.322247,20
benchmark/laut/kaluza/1288/sink.vmt,1,0.036225,1
benchmark/laut/kaluza/1294/sink.vmt,1,0.034507,1
benchmark/laut/kaluza/617/sink.vmt,0,0.018337,1
benchmark/laut/kaluza/357/sink.vmt,0,0.117357,8
benchmark/laut/kaluza/190/sink.vmt,0,0.016404,1
benchmark/laut/kaluza/47/sink.vmt,0,0.017993,1
benchmark/laut/kaluza/387/sink.vmt,0,0.372369,19
benchmark/laut/kaluza/1043/sink.vmt,1,0.067899,1
benchmark/laut/kaluza/842/sink.vmt,1,0.320750,11
benchmark/laut/kaluza/502/sink.vmt,0,0.118653,4
benchmark/laut/kaluza/1388/sink.vmt,0,0.067020,1
benchmark/laut/kaluza/258/sink.vmt,1,0.523424,6
benchmark/laut/kaluza/1253/sink.vmt,0,0.034730,1
benchmark/laut/kaluza/656/sink.vmt,0,0.216546,13
benchmark/laut/kaluza/1831/sink.vmt,1,0.219771,19
benchmark/laut/kaluza/937/sink.vmt,0,0.116078,1
benchmark/laut/kaluza/289/sink.vmt,1,0.068491,4
benchmark/laut/kaluza/1671/sink.vmt,0,0.065636,1
benchmark/laut/kaluza/1016/sink.vmt,0,0.035546,1
benchmark/laut/kaluza/1885/sink.vmt,1,0.020744,1
benchmark/laut/kaluza/1506/sink.vmt,1,0.018667,0
benchmark/laut/kaluza/1250/sink.vmt,1,0.220472,19
benchmark/laut/kaluza/844/sink.vmt,0,0.039714,1
benchmark/laut/kaluza/1503/sink.vmt,1,0.035098,1
benchmark/laut/kaluza/1213/sink.vmt,1,0.274630,20
benchmark/laut/kaluza/1102/sink.vmt,1,0.116253,11
benchmark/laut/kaluza/509/sink.vmt,1,0.225376,19
benchmark/laut/kaluza/1368/sink.vmt,0,0.034832,1
benchmark/laut/kaluza/441/sink.vmt,0,0.017128,1
benchmark/laut/kaluza/877/sink.vmt,1,0.269339,19
benchmark/laut/kaluza/977/sink.vmt,0,0.017572,1
benchmark/laut/kaluza/695/sink.vmt,1,0.035561,1
benchmark/laut/kaluza/699/sink.vmt,0,0.020038,1
benchmark/laut/kaluza/1776/sink.vmt,0,0.016542,1
benchmark/laut/kaluza/666/sink.vmt,1,0.035462,1
benchmark/laut/kaluza/648/sink.vmt,1,0.322550,20
benchmark/laut/kaluza/1775/sink.vmt,0,0.117711,4
benchmark/laut/kaluza/1541/sink.vmt,1,0.121101,4
benchmark/laut/kaluza/566/sink.vmt,0,0.070929,1
benchmark/laut/kaluza/1470/sink.vmt,1,0.017346,0
benchmark/laut/kaluza/943/sink.vmt,0,0.017138,1
benchmark/laut/kaluza/1866/sink.vmt,0,0.217730,13
benchmark/laut/kaluza/1393/sink.vmt,0,0.033470,1
benchmark/laut/kaluza/769/sink.vmt,1,0.033828,1
benchmark/laut/kaluza/1865/sink.vmt,0,0.065790,1
benchmark/laut/kaluza/1964/sink.vmt,1,0.033326,1
benchmark/laut/kaluza/310/sink.vmt,1,0.034617,4
benchmark/laut/kaluza/1493/sink.vmt,0,0.065186,1
benchmark/laut/kaluza/181/sink.vmt,1,0.170476,6
benchmark/laut/kaluza/172/sink.vmt,1,0.032522,0
benchmark/laut/kaluza/412/sink.vmt,1,0.167536,18
benchmark/laut/kaluza/1658/sink.vmt,1,0.272800,20
benchmark/laut/kaluza/368/sink.vmt,1,0.115646,10
benchmark/laut/kaluza/558/sink.vmt,0,0.032808,1
benchmark/laut/kaluza/786/sink.vmt,1,0.370244,11
benchmark/laut/kaluza/146/sink.vmt,1,0.067558,4
benchmark/laut/kaluza/1429/sink.vmt,0,0.369638,19
benchmark/laut/kaluza/1023/sink.vmt,0,0.038178,1
benchmark/laut/kaluza/1827/sink.vmt,0,0.034837,1
benchmark/laut/kaluza/1571/sink.vmt,1,0.218922,19
benchmark/laut/kaluza/1598/sink.vmt,0,0.119265,4
benchmark/laut/kaluza/934/sink.vmt,0,0.018963,1
benchmark/laut/kaluza/690/sink.vmt,1,0.037785,4
benchmark/laut/kaluza/475/sink.vmt,0,0.017029,1
benchmark/laut/kaluza/1712/sink.vmt,0,0.018585,1
benchmark/laut/kaluza/307/sink.vmt,1,0.069484,4
benchmark/laut/kaluza/436/sink.vmt,1,0.270892,21
benchmark/laut/kaluza/1492/sink.vmt,1,0.271628,20
benchmark/laut/kaluza/1773/sink.vmt,0,0.065575,1
benchmark/laut/kaluza/687/sink.vmt,1,0.319155,11
benchmark/laut/kaluza/1196/sink.vmt,0,0.018049,1
benchmark/laut/kaluza/748/sink.vmt,1,0.171136,18
benchmark/laut/kaluza/1481/sink.vmt,1,0.272314,21
benchmark/laut/kaluza/1003/sink.vmt,0,0.035142,1
benchmark/laut/kaluza/1661/sink.vmt,1,0.039790,1
benchmark/laut/kaluza/727/sink.vmt,0,0.036106,1
benchmark/laut/kaluza/51/sink.vmt,0,0.017680,1
benchmark/laut/kaluza/1888/sink.vmt,1,0.218159,19
benchmark/laut/kaluza/904/sink.vmt,1,0.067663,1
benchmark/laut/kaluza/1299/sink.vmt,1,0.220425,5
benchmark/laut/kaluza/1075/sink.vmt,0,0.018815,1
benchmark/laut/kaluza/301/sink.vmt,0,0.034284,1
benchmark/laut/kaluza/465/sink.vmt,1,0.033292,1
benchmark/laut/kaluza/825/sink.vmt,0,0.033700,1
benchmark/laut/kaluza/624/sink.vmt,0,0.017816,1
benchmark/laut/kaluza/1045/sink.vmt,0,0.017687,1
benchmark/laut/kaluza/808/sink.vmt,0,0.033657,1
benchmark/laut/kaluza/1128/sink.vmt,0,0.016802,1
benchmark/laut/kaluza/185/sink.vmt,0,0.019603,1
benchmark/laut/kaluza/1558/sink.vmt,1,0.320624,11
benchmark/laut/kaluza/740/sink.vmt,0,0.070589,1
