benchmark=kaluza,solver=abc,TO=20.000000
path,sat,time,step
benchmark/laut/kaluza/633/sink.abc,1,0.118270,2
benchmark/laut/kaluza/1563/sink.abc,1,0.191092,23
benchmark/laut/kaluza/810/sink.abc,0,0.122930,1
benchmark/laut/kaluza/955/sink.abc,1,0.169093,21
benchmark/laut/kaluza/1153/sink.abc,0,0.119581,1
benchmark/laut/kaluza/1616/sink.abc,1,0.327596,26
benchmark/laut/kaluza/562/sink.abc,1,0.221314,27
benchmark/laut/kaluza/530/sink.abc,0,0.117445,1
benchmark/laut/kaluza/2/sink.abc,1,0.123081,5
benchmark/laut/kaluza/1929/sink.abc,0,0.119771,1
benchmark/laut/kaluza/593/sink.abc,0,0.172634,1
benchmark/laut/kaluza/629/sink.abc,1,0.170619,21
benchmark/laut/kaluza/1715/sink.abc,1,0.173348,21
benchmark/laut/kaluza/885/sink.abc,0,0.116805,1
benchmark/laut/kaluza/500/sink.abc,1,0.171501,21
benchmark/laut/kaluza/671/sink.abc,1,0.184579,12
benchmark/laut/kaluza/472/sink.abc,1,0.117633,2
benchmark/laut/kaluza/1145/sink.abc,1,0.123249,12
benchmark/laut/kaluza/1445/sink.abc,1,0.166297,21
benchmark/laut/kaluza/44/sink.abc,1,0.173984,5
benchmark/laut/kaluza/264/sink.abc,1,0.118050,5
benchmark/laut/kaluza/133/sink.abc,1,0.321701,6
benchmark/laut/kaluza/863/sink.abc,1,0.120734,2
benchmark/laut/kaluza/984/sink.abc,0,0.117825,1
benchmark/laut/kaluza/800/sink.abc,0,0.120253,1
benchmark/laut/kaluza/1527/sink.abc,1,0.423300,25
benchmark/laut/kaluza/1665/sink.abc,1,0.167911,20
benchmark/laut/kaluza/178/sink.abc,1,0.320165,6
benchmark/laut/kaluza/1108/sink.abc,0,0.120433,1
benchmark/laut/kaluza/616/sink.abc,0,0.117457,1
benchmark/laut/kaluza/959/sink.abc,0,0.121372,1
benchmark/laut/kaluza/1400/sink.abc,1,0.168508,20
benchmark/laut/kaluza/1778/sink.abc,0,0.117928,1
benchmark/laut/kaluza/1569/sink.abc,0,0.117105,1
benchmark/laut/kaluza/537/sink.abc,0,0.118362,1
benchmark/laut/kaluza/370/sink.abc,0,0.118656,1
benchmark/laut/kaluza/1842/sink.abc,0,0.117061,1
benchmark/laut/kaluza/251/sink.abc,1,0.382515,6
benchmark/laut/kaluza/114/sink.abc,1,0.120139,1
benchmark/laut/kaluza/1413/sink.abc,0,0.120256,1
benchmark/laut/kaluza/18/sink.abc,0,0.168220,1
benchmark/laut/kaluza/1975/sink.abc,0,0.121068,1
benchmark/laut/kaluza/55/sink.abc,1,0.118520,2
benchmark/laut/kaluza/852/sink.abc,0,0.120912,1
benchmark/laut/kaluza/29/sink.abc,1,0.173836,12
benchmark/laut/kaluza/496/sink.abc,0,0.119372,1
benchmark/laut/kaluza/1164/sink.abc,0,0.117675,1
benchmark/laut/kaluza/298/sink.abc,0,0.882074,1
benchmark/laut/kaluza/1645/sink.abc,0,0.126734,1
benchmark/laut/kaluza/1229/sink.abc,0,0.116468,1
benchmark/laut/kaluza/345/sink.abc,1,0.119442,2
benchmark/laut/kaluza/319/sink.abc,1,0.728665,66
benchmark/laut/kaluza/1224/sink.abc,1,0.168017,20
benchmark/laut/kaluza/1687/sink.abc,1,0.172708,19
benchmark/laut/kaluza/625/sink.abc,1,0.119270,2
benchmark/laut/kaluza/1966/sink.abc,0,0.119973,1
benchmark/laut/kaluza/536/sink.abc,1,0.218875,6
benchmark/laut/kaluza/1136/sink.abc,0,0.119915,1
benchmark/laut/kaluza/1146/sink.abc,1,0.170724,21
benchmark/laut/kaluza/1928/sink.abc,0,0.119611,1
benchmark/laut/kaluza/718/sink.abc,0,0.116218,1
benchmark/laut/kaluza/793/sink.abc,1,0.122012,1
benchmark/laut/kaluza/926/sink.abc,1,0.172646,21
benchmark/laut/kaluza/1096/sink.abc,0,0.124996,1
benchmark/laut/kaluza/236/sink.abc,1,0.673798,79
benchmark/laut/kaluza/1494/sink.abc,1,0.218980,21
benchmark/laut/kaluza/780/sink.abc,0,0.168378,1
benchmark/laut/kaluza/1496/sink.abc,0,0.170049,1
benchmark/laut/kaluza/320/sink.abc,1,0.426196,6
benchmark/laut/kaluza/798/sink.abc,0,0.176705,1
benchmark/laut/kaluza/946/sink.abc,1,0.174987,20
benchmark/laut/kaluza/1302/sink.abc,1,0.121241,2
benchmark/laut/kaluza/1085/sink.abc,0,0.118015,1
benchmark/laut/kaluza/679/sink.abc,1,0.169130,21
benchmark/laut/kaluza/651/sink.abc,0,0.119185,1
benchmark/laut/kaluza/1874/sink.abc,0,0.116918,1
benchmark/laut/kaluza/1134/sink.abc,1,0.118136,12
benchmark/laut/kaluza/1662/sink.abc,1,0.169915,21
benchmark/laut/kaluza/1903/sink.abc,0,0.173118,1
benchmark/laut/kaluza/809/sink.abc,1,0.169485,20
benchmark/laut/kaluza/290/sink.abc,0,0.118337,1
benchmark/laut/kaluza/563/sink.abc,0,0.171485,1
benchmark/laut/kaluza/872/sink.abc,0,0.122765,1
benchmark/laut/kaluza/1357/sink.abc,1,0.373933,6
benchmark/laut/kaluza/1225/sink.abc,0,0.174740,1
benchmark/laut/kaluza/1384/sink.abc,1,0.118111,2
benchmark/laut/kaluza/720/sink.abc,1,0.178075,21
benchmark/laut/kaluza/34/sink.abc,1,0.119163,11
benchmark/laut/kaluza/1904/sink.abc,0,0.119506,1
benchmark/laut/kaluza/212/sink.abc,0,0.121185,1
benchmark/laut/kaluza/899/sink.abc,1,0.217569,22
benchmark/laut/kaluza/1599/sink.abc,0,0.133461,1
benchmark/laut/kaluza/857/sink.abc,0,0.119386,1
benchmark/laut/kaluza/372/sink.abc,1,0.170718,21
benchmark/laut/kaluza/807/sink.abc,0,0.128115,1
benchmark/laut/kaluza/1796/sink.abc,1,0.168133,21
benchmark/laut/kaluza/1103/sink.abc,0,0.123392,1
benchmark/laut/kaluza/203/sink.abc,1,0.118708,5
benchmark/laut/kaluza/919/sink.abc,1,0.223949,23
benchmark/laut/kaluza/1416/sink.abc,1,0.175806,21
benchmark/laut/kaluza/1735/sink.abc,1,0.118073,2
benchmark/laut/kaluza/971/sink.abc,0,0.122617,1
benchmark/laut/kaluza/1806/sink.abc,0,0.132134,1
benchmark/laut/kaluza/195/sink.abc,1,0.118555,2
benchmark/laut/kaluza/226/sink.abc,0,0.169999,1
benchmark/laut/kaluza/638/sink.abc,0,0.122509,1
benchmark/laut/kaluza/1610/sink.abc,1,0.222520,21
benchmark/laut/kaluza/1424/sink.abc,1,0.117427,12
benchmark/laut/kaluza/988/sink.abc,0,0.118862,1
benchmark/laut/kaluza/1130/sink.abc,1,0.220633,15
benchmark/laut/kaluza/57/sink.abc,0,0.117555,1
benchmark/laut/kaluza/1006/sink.abc,0,0.124972,1
benchmark/laut/kaluza/293/sink.abc,0,0.118621,1
benchmark/laut/kaluza/1377/sink.abc,0,0.121526,1
benchmark/laut/kaluza/730/sink.abc,1,0.167969,21
benchmark/laut/kaluza/737/sink.abc,1,0.174163,23
benchmark/laut/kaluza/1787/sink.abc,1,0.177054,5
benchmark/laut/kaluza/1902/sink.abc,1,0.119776,5
benchmark/laut/kaluza/1258/sink.abc,0,0.120383,1
benchmark/laut/kaluza/1890/sink.abc,1,0.165849,21
benchmark/laut/kaluza/288/sink.abc,0,0.877082,1
benchmark/laut/kaluza/938/sink.abc,0,0.118473,1
benchmark/laut/kaluza/525/sink.abc,0,0.124830,1
benchmark/laut/kaluza/1621/sink.abc,0,0.120320,1
benchmark/laut/kaluza/1220/sink.abc,1,0.220786,22
benchmark/laut/kaluza/1139/sink.abc,0,0.120536,1
benchmark/laut/kaluza/1217/sink.abc,0,0.121762,1
benchmark/laut/kaluza/1607/sink.abc,0,0.118965,1
benchmark/laut/kaluza/350/sink.abc,1,0.117320,2
benchmark/laut/kaluza/1733/sink.abc,0,0.323649,1
benchmark/laut/kaluza/1754/sink.abc,0,0.218102,1
benchmark/laut/kaluza/650/sink.abc,0,0.168975,1
benchmark/laut/kaluza/1114/sink.abc,1,0.166575,21
benchmark/laut/kaluza/1946/sink.abc,0,0.171282,1
benchmark/laut/kaluza/906/sink.abc,0,0.173167,1
benchmark/laut/kaluza/219/sink.abc,1,0.373999,6
benchmark/laut/kaluza/1046/sink.abc,1,0.116626,20
benchmark/laut/kaluza/1383/sink.abc,1,0.167287,21
benchmark/laut/kaluza/618/sink.abc,1,0.118722,2
benchmark/laut/kaluza/552/sink.abc,0,0.117556,1
benchmark/laut/kaluza/868/sink.abc,0,0.118239,1
benchmark/laut/kaluza/1463/sink.abc,0,0.116692,1
benchmark/laut/kaluza/1582/sink.abc,0,0.117043,1
benchmark/laut/kaluza/1019/sink.abc,0,0.122315,1
benchmark/laut/kaluza/40/sink.abc,0,0.117894,1
benchmark/laut/kaluza/196/sink.abc,1,0.119429,1
benchmark/laut/kaluza/969/sink.abc,1,0.221179,21
benchmark/laut/kaluza/869/sink.abc,0,0.169609,1
benchmark/laut/kaluza/383/sink.abc,1,0.172304,21
benchmark/laut/kaluza/7/sink.abc,0,0.118960,1
benchmark/laut/kaluza/850/sink.abc,0,0.118443,1
benchmark/laut/kaluza/296/sink.abc,0,0.119694,1
benchmark/laut/kaluza/1622/sink.abc,1,0.171213,23
benchmark/laut/kaluza/1119/sink.abc,1,0.117919,2
benchmark/laut/kaluza/584/sink.abc,0,0.173537,1
benchmark/laut/kaluza/39/sink.abc,0,0.119908,1
benchmark/laut/kaluza/1468/sink.abc,1,0.168741,21
benchmark/laut/kaluza/1500/sink.abc,0,0.115986,1
benchmark/laut/kaluza/1753/sink.abc,0,0.167234,1
benchmark/laut/kaluza/1029/sink.abc,1,0.169773,19
benchmark/laut/kaluza/115/sink.abc,1,0.115748,5
benchmark/laut/kaluza/1900/sink.abc,0,0.117967,1
benchmark/laut/kaluza/951/sink.abc,0,0.118817,1
benchmark/laut/kaluza/1321/sink.abc,0,0.119793,1
benchmark/laut/kaluza/1273/sink.abc,0,0.120239,1
benchmark/laut/kaluza/817/sink.abc,0,0.117837,1
benchmark/laut/kaluza/518/sink.abc,1,0.474603,25
benchmark/laut/kaluza/497/sink.abc,1,0.319062,6
benchmark/laut/kaluza/56/sink.abc,t,0.0,0
benchmark/laut/kaluza/163/sink.abc,1,0.218422,1
benchmark/laut/kaluza/712/sink.abc,0,0.123159,1
benchmark/laut/kaluza/841/sink.abc,0,0.118134,1
benchmark/laut/kaluza/986/sink.abc,0,0.119157,1
benchmark/laut/kaluza/259/sink.abc,1,0.371812,6
benchmark/laut/kaluza/239/sink.abc,1,0.322431,6
benchmark/laut/kaluza/1038/sink.abc,0,0.124931,1
benchmark/laut/kaluza/1418/sink.abc,1,0.173235,21
benchmark/laut/kaluza/392/sink.abc,0,0.170529,1
benchmark/laut/kaluza/783/sink.abc,0,0.123669,1
benchmark/laut/kaluza/665/sink.abc,1,0.120094,2
benchmark/laut/kaluza/1736/sink.abc,1,0.170258,20
benchmark/laut/kaluza/231/sink.abc,1,0.119515,1
benchmark/laut/kaluza/281/sink.abc,0,0.118518,1
benchmark/laut/kaluza/1757/sink.abc,0,0.120268,1
benchmark/laut/kaluza/545/sink.abc,0,0.129798,1
benchmark/laut/kaluza/1183/sink.abc,1,0.169538,21
benchmark/laut/kaluza/1350/sink.abc,1,0.120712,1
benchmark/laut/kaluza/1482/sink.abc,0,0.124005,1
benchmark/laut/kaluza/836/sink.abc,0,0.118690,1
benchmark/laut/kaluza/283/sink.abc,0,0.118660,1
benchmark/laut/kaluza/950/sink.abc,0,0.117998,1
benchmark/laut/kaluza/1451/sink.abc,1,0.119319,2
benchmark/laut/kaluza/1089/sink.abc,0,0.116508,1
benchmark/laut/kaluza/1815/sink.abc,0,0.118294,1
benchmark/laut/kaluza/1823/sink.abc,0,0.117751,1
benchmark/laut/kaluza/1358/sink.abc,0,0.116627,1
benchmark/laut/kaluza/1155/sink.abc,1,0.118802,2
benchmark/laut/kaluza/1738/sink.abc,0,0.123819,1
benchmark/laut/kaluza/835/sink.abc,1,0.167838,23
benchmark/laut/kaluza/117/sink.abc,0,0.118740,1
benchmark/laut/kaluza/1573/sink.abc,1,0.229670,23
benchmark/laut/kaluza/739/sink.abc,0,0.124645,1
benchmark/laut/kaluza/1352/sink.abc,0,0.166331,1
benchmark/laut/kaluza/766/sink.abc,1,0.132534,21
benchmark/laut/kaluza/862/sink.abc,1,0.524304,22
benchmark/laut/kaluza/1648/sink.abc,1,0.227205,23
benchmark/laut/kaluza/640/sink.abc,1,0.122205,1
benchmark/laut/kaluza/66/sink.abc,0,0.169477,1
benchmark/laut/kaluza/1374/sink.abc,1,0.137735,2
benchmark/laut/kaluza/434/sink.abc,0,0.173688,1
benchmark/laut/kaluza/1652/sink.abc,1,0.372317,6
benchmark/laut/kaluza/1755/sink.abc,0,0.123151,1
benchmark/laut/kaluza/1869/sink.abc,0,0.118491,1
benchmark/laut/kaluza/106/sink.abc,1,0.171358,5
benchmark/laut/kaluza/371/sink.abc,1,0.121659,1
benchmark/laut/kaluza/910/sink.abc,1,0.516544,22
benchmark/laut/kaluza/1639/sink.abc,1,0.169691,21
benchmark/laut/kaluza/180/sink.abc,1,0.117291,1
benchmark/laut/kaluza/680/sink.abc,0,0.120700,1
benchmark/laut/kaluza/882/sink.abc,0,0.119725,1
benchmark/laut/kaluza/256/sink.abc,1,0.122217,5
benchmark/laut/kaluza/1962/sink.abc,0,0.174779,1
benchmark/laut/kaluza/1907/sink.abc,0,0.128803,1
benchmark/laut/kaluza/1107/sink.abc,0,0.119846,1
benchmark/laut/kaluza/395/sink.abc,0,0.121370,1
benchmark/laut/kaluza/1898/sink.abc,0,0.118640,1
benchmark/laut/kaluza/1678/sink.abc,1,2.897995,25
benchmark/laut/kaluza/1274/sink.abc,0,0.216223,1
benchmark/laut/kaluza/162/sink.abc,1,0.121998,2
benchmark/laut/kaluza/27/sink.abc,0,0.123016,1
benchmark/laut/kaluza/891/sink.abc,0,0.118412,1
benchmark/laut/kaluza/378/sink.abc,0,0.120127,1
benchmark/laut/kaluza/1830/sink.abc,1,0.171223,22
benchmark/laut/kaluza/1178/sink.abc,1,0.167550,21
benchmark/laut/kaluza/1142/sink.abc,1,0.168390,23
benchmark/laut/kaluza/1932/sink.abc,1,0.169924,23
benchmark/laut/kaluza/1151/sink.abc,1,0.318278,6
benchmark/laut/kaluza/1813/sink.abc,1,0.173695,21
benchmark/laut/kaluza/591/sink.abc,1,0.320382,6
benchmark/laut/kaluza/1922/sink.abc,0,0.116392,1
benchmark/laut/kaluza/1588/sink.abc,0,0.118272,1
benchmark/laut/kaluza/1074/sink.abc,1,0.169799,12
benchmark/laut/kaluza/1862/sink.abc,0,0.118665,1
benchmark/laut/kaluza/274/sink.abc,1,0.117734,1
benchmark/laut/kaluza/1816/sink.abc,0,0.170663,1
benchmark/laut/kaluza/1931/sink.abc,1,0.222649,21
benchmark/laut/kaluza/1480/sink.abc,1,0.117109,2
benchmark/laut/kaluza/1909/sink.abc,0,0.120955,1
benchmark/laut/kaluza/1940/sink.abc,1,0.117707,12
benchmark/laut/kaluza/1841/sink.abc,0,0.119220,1
benchmark/laut/kaluza/649/sink.abc,0,0.118971,1
benchmark/laut/kaluza/1526/sink.abc,0,0.118331,1
benchmark/laut/kaluza/59/sink.abc,0,0.119531,1
benchmark/laut/kaluza/875/sink.abc,0,0.171365,1
benchmark/laut/kaluza/1855/sink.abc,0,0.122400,1
benchmark/laut/kaluza/1805/sink.abc,1,0.178942,20
benchmark/laut/kaluza/165/sink.abc,1,0.116291,5
benchmark/laut/kaluza/275/sink.abc,1,0.368685,6
benchmark/laut/kaluza/128/sink.abc,1,0.117485,1
benchmark/laut/kaluza/217/sink.abc,1,0.117798,5
benchmark/laut/kaluza/1301/sink.abc,0,0.116990,1
benchmark/laut/kaluza/830/sink.abc,0,0.120308,1
benchmark/laut/kaluza/157/sink.abc,1,0.321647,6
benchmark/laut/kaluza/1502/sink.abc,0,0.118117,1
benchmark/laut/kaluza/1233/sink.abc,1,0.122518,1
benchmark/laut/kaluza/1704/sink.abc,0,0.132773,1
benchmark/laut/kaluza/1328/sink.abc,0,0.117154,1
benchmark/laut/kaluza/1981/sink.abc,1,0.166227,19
benchmark/laut/kaluza/1104/sink.abc,1,0.121512,2
benchmark/laut/kaluza/1626/sink.abc,0,0.117887,1
benchmark/laut/kaluza/1614/sink.abc,1,0.123043,5
benchmark/laut/kaluza/1956/sink.abc,1,0.118315,2
benchmark/laut/kaluza/532/sink.abc,0,0.123999,1
benchmark/laut/kaluza/1093/sink.abc,1,0.173572,2
benchmark/laut/kaluza/1769/sink.abc,1,0.120946,2
benchmark/laut/kaluza/76/sink.abc,1,0.168591,6
benchmark/laut/kaluza/269/sink.abc,1,0.130313,3
benchmark/laut/kaluza/554/sink.abc,1,0.118431,12
benchmark/laut/kaluza/1344/sink.abc,0,0.118827,1
benchmark/laut/kaluza/447/sink.abc,0,0.169621,1
benchmark/laut/kaluza/573/sink.abc,1,0.173665,23
benchmark/laut/kaluza/398/sink.abc,0,0.174182,1
benchmark/laut/kaluza/329/sink.abc,1,0.120521,2
benchmark/laut/kaluza/1624/sink.abc,0,0.120558,1
benchmark/laut/kaluza/71/sink.abc,1,0.319950,6
benchmark/laut/kaluza/1627/sink.abc,0,0.119138,1
benchmark/laut/kaluza/1171/sink.abc,1,0.125366,2
benchmark/laut/kaluza/1278/sink.abc,0,0.170709,1
benchmark/laut/kaluza/993/sink.abc,1,0.173168,2
benchmark/laut/kaluza/668/sink.abc,1,0.171692,21
benchmark/laut/kaluza/827/sink.abc,1,0.118946,2
benchmark/laut/kaluza/787/sink.abc,0,0.117655,1
benchmark/laut/kaluza/1267/sink.abc,1,0.117798,5
benchmark/laut/kaluza/1386/sink.abc,0,0.118757,1
benchmark/laut/kaluza/1511/sink.abc,1,0.171584,20
benchmark/laut/kaluza/608/sink.abc,1,0.122041,2
benchmark/laut/kaluza/69/sink.abc,1,0.174080,1
benchmark/laut/kaluza/21/sink.abc,1,0.119665,14
benchmark/laut/kaluza/1721/sink.abc,1,0.169657,21
benchmark/laut/kaluza/1240/sink.abc,0,0.116630,1
benchmark/laut/kaluza/837/sink.abc,0,0.124786,1
benchmark/laut/kaluza/366/sink.abc,0,0.120353,1
benchmark/laut/kaluza/1268/sink.abc,1,0.521203,22
benchmark/laut/kaluza/1510/sink.abc,1,0.271766,6
benchmark/laut/kaluza/1036/sink.abc,1,0.119791,2
benchmark/laut/kaluza/313/sink.abc,1,0.372065,6
benchmark/laut/kaluza/978/sink.abc,0,0.118173,1
benchmark/laut/kaluza/1625/sink.abc,0,0.116161,1
benchmark/laut/kaluza/1945/sink.abc,0,0.123593,1
benchmark/laut/kaluza/661/sink.abc,0,0.171044,1
benchmark/laut/kaluza/577/sink.abc,1,0.168455,12
benchmark/laut/kaluza/364/sink.abc,1,0.174762,2
benchmark/laut/kaluza/599/sink.abc,0,0.119090,1
benchmark/laut/kaluza/1425/sink.abc,0,0.121871,1
benchmark/laut/kaluza/1138/sink.abc,1,0.117430,2
benchmark/laut/kaluza/1543/sink.abc,1,0.170783,20
benchmark/laut/kaluza/232/sink.abc,1,0.368710,6
benchmark/laut/kaluza/1112/sink.abc,1,0.170566,21
benchmark/laut/kaluza/1363/sink.abc,1,0.169893,20
benchmark/laut/kaluza/201/sink.abc,1,0.371703,6
benchmark/laut/kaluza/36/sink.abc,1,0.124877,10
benchmark/laut/kaluza/1750/sink.abc,1,0.223120,23
benchmark/laut/kaluza/1293/sink.abc,1,0.120742,2
benchmark/laut/kaluza/855/sink.abc,1,0.118124,1
benchmark/laut/kaluza/1330/sink.abc,0,0.121120,1
benchmark/laut/kaluza/816/sink.abc,1,0.217274,7
benchmark/laut/kaluza/588/sink.abc,0,0.122775,1
benchmark/laut/kaluza/20/sink.abc,0,0.118872,1
benchmark/laut/kaluza/413/sink.abc,1,0.173636,20
benchmark/laut/kaluza/15/sink.abc,1,0.129389,11
benchmark/laut/kaluza/1791/sink.abc,1,0.120740,2
benchmark/laut/kaluza/120/sink.abc,t,0.0,0
benchmark/laut/kaluza/1390/sink.abc,0,0.118393,1
benchmark/laut/kaluza/1495/sink.abc,0,0.118638,1
benchmark/laut/kaluza/1871/sink.abc,0,0.118550,1
benchmark/laut/kaluza/116/sink.abc,t,0.0,0
benchmark/laut/kaluza/240/sink.abc,0,0.117725,1
benchmark/laut/kaluza/261/sink.abc,0,1.239137,1
benchmark/laut/kaluza/613/sink.abc,0,0.120750,1
benchmark/laut/kaluza/77/sink.abc,1,0.120236,2
benchmark/laut/kaluza/1135/sink.abc,0,0.117161,1
benchmark/laut/kaluza/1593/sink.abc,0,0.121060,1
benchmark/laut/kaluza/403/sink.abc,0,0.117482,1
benchmark/laut/kaluza/1335/sink.abc,0,0.117975,1
benchmark/laut/kaluza/456/sink.abc,0,0.174928,1
benchmark/laut/kaluza/361/sink.abc,1,0.117697,2
benchmark/laut/kaluza/148/sink.abc,1,0.319551,6
benchmark/laut/kaluza/1867/sink.abc,0,0.119042,1
benchmark/laut/kaluza/347/sink.abc,1,0.119740,2
benchmark/laut/kaluza/546/sink.abc,1,0.120444,1
benchmark/laut/kaluza/374/sink.abc,1,0.118850,1
benchmark/laut/kaluza/1231/sink.abc,0,0.116114,1
benchmark/laut/kaluza/1203/sink.abc,0,0.118734,1
benchmark/laut/kaluza/594/sink.abc,1,0.122981,2
benchmark/laut/kaluza/865/sink.abc,0,0.121480,1
benchmark/laut/kaluza/1849/sink.abc,1,0.168858,22
benchmark/laut/kaluza/921/sink.abc,0,0.117056,1
benchmark/laut/kaluza/1021/sink.abc,0,0.118833,1
benchmark/laut/kaluza/1005/sink.abc,0,0.127283,1
benchmark/laut/kaluza/1361/sink.abc,1,0.169984,20
benchmark/laut/kaluza/861/sink.abc,1,0.120869,2
benchmark/laut/kaluza/300/sink.abc,1,0.118917,1
benchmark/laut/kaluza/1843/sink.abc,1,0.170403,20
benchmark/laut/kaluza/192/sink.abc,0,0.119235,1
benchmark/laut/kaluza/1893/sink.abc,1,0.121290,2
benchmark/laut/kaluza/627/sink.abc,1,0.323518,26
benchmark/laut/kaluza/516/sink.abc,1,3.180815,25
benchmark/laut/kaluza/33/sink.abc,1,0.623315,32
benchmark/laut/kaluza/1685/sink.abc,0,0.116424,1
benchmark/laut/kaluza/377/sink.abc,1,0.118372,2
benchmark/laut/kaluza/535/sink.abc,0,0.124215,1
benchmark/laut/kaluza/1436/sink.abc,0,0.118662,1
benchmark/laut/kaluza/1327/sink.abc,0,0.117326,1
benchmark/laut/kaluza/166/sink.abc,1,0.420427,6
benchmark/laut/kaluza/1992/sink.abc,0,0.120177,1
benchmark/laut/kaluza/11/sink.abc,0,0.123002,1
benchmark/laut/kaluza/1960/sink.abc,0,0.118542,1
benchmark/laut/kaluza/1032/sink.abc,0,0.118534,1
benchmark/laut/kaluza/626/sink.abc,1,0.529584,22
benchmark/laut/kaluza/1111/sink.abc,1,0.171181,21
benchmark/laut/kaluza/438/sink.abc,0,0.119630,1
benchmark/laut/kaluza/391/sink.abc,0,0.172042,1
benchmark/laut/kaluza/1161/sink.abc,0,0.118445,1
benchmark/laut/kaluza/1387/sink.abc,1,0.168568,22
benchmark/laut/kaluza/1378/sink.abc,t,0.0,0
benchmark/laut/kaluza/1311/sink.abc,1,0.471285,22
benchmark/laut/kaluza/52/sink.abc,1,0.118249,5
benchmark/laut/kaluza/481/sink.abc,0,0.119341,1
benchmark/laut/kaluza/1275/sink.abc,0,0.274926,4
benchmark/laut/kaluza/1854/sink.abc,0,0.121140,1
benchmark/laut/kaluza/1068/sink.abc,1,0.120833,12
benchmark/laut/kaluza/46/sink.abc,0,0.119253,1
benchmark/laut/kaluza/538/sink.abc,1,0.170336,21
benchmark/laut/kaluza/83/sink.abc,1,0.119210,2
benchmark/laut/kaluza/431/sink.abc,1,0.120817,2
benchmark/laut/kaluza/1669/sink.abc,1,0.524194,22
benchmark/laut/kaluza/664/sink.abc,0,0.124899,1
benchmark/laut/kaluza/221/sink.abc,0,0.177771,1
benchmark/laut/kaluza/10/sink.abc,1,0.121263,2
benchmark/laut/kaluza/732/sink.abc,0,0.118859,1
benchmark/laut/kaluza/1280/sink.abc,0,0.124545,1
benchmark/laut/kaluza/389/sink.abc,0,0.116238,1
benchmark/laut/kaluza/999/sink.abc,0,0.122046,1
benchmark/laut/kaluza/936/sink.abc,0,0.117057,1
benchmark/laut/kaluza/1575/sink.abc,0,0.117195,1
benchmark/laut/kaluza/1201/sink.abc,1,0.169360,21
benchmark/laut/kaluza/145/sink.abc,1,0.119650,4
benchmark/laut/kaluza/1191/sink.abc,0,0.119377,1
benchmark/laut/kaluza/1175/sink.abc,1,0.171742,21
benchmark/laut/kaluza/1152/sink.abc,0,0.120356,1
benchmark/laut/kaluza/1348/sink.abc,0,0.117118,1
benchmark/laut/kaluza/802/sink.abc,1,0.121365,2
benchmark/laut/kaluza/1638/sink.abc,0,0.115548,1
benchmark/laut/kaluza/654/sink.abc,1,0.116549,5
benchmark/laut/kaluza/1052/sink.abc,1,0.175814,21
benchmark/laut/kaluza/1720/sink.abc,1,0.228952,21
benchmark/laut/kaluza/142/sink.abc,0,0.118902,1
benchmark/laut/kaluza/601/sink.abc,0,0.118859,1
benchmark/laut/kaluza/336/sink.abc,1,0.122565,1
benchmark/laut/kaluza/1512/sink.abc,0,0.118313,1
benchmark/laut/kaluza/550/sink.abc,0,0.119678,1
benchmark/laut/kaluza/894/sink.abc,0,0.120680,1
benchmark/laut/kaluza/1432/sink.abc,1,0.120945,2
benchmark/laut/kaluza/302/sink.abc,1,0.175962,1
benchmark/laut/kaluza/1282/sink.abc,0,0.119265,1
benchmark/laut/kaluza/1710/sink.abc,0,0.115497,1
benchmark/laut/kaluza/1086/sink.abc,0,0.118365,1
benchmark/laut/kaluza/65/sink.abc,t,0.0,0
benchmark/laut/kaluza/1887/sink.abc,0,0.476876,1
benchmark/laut/kaluza/813/sink.abc,1,0.370843,8
benchmark/laut/kaluza/1649/sink.abc,0,0.116100,1
benchmark/laut/kaluza/1024/sink.abc,0,0.121518,1
benchmark/laut/kaluza/1870/sink.abc,1,0.525851,22
benchmark/laut/kaluza/134/sink.abc,0,0.827877,1
benchmark/laut/kaluza/805/sink.abc,1,0.115845,2
benchmark/laut/kaluza/1329/sink.abc,0,0.122264,1
benchmark/laut/kaluza/1963/sink.abc,0,0.118829,1
benchmark/laut/kaluza/1542/sink.abc,0,0.169782,1
benchmark/laut/kaluza/846/sink.abc,0,0.176564,1
benchmark/laut/kaluza/1567/sink.abc,0,0.121322,1
benchmark/laut/kaluza/1709/sink.abc,0,0.121060,1
benchmark/laut/kaluza/533/sink.abc,0,0.118383,1
benchmark/laut/kaluza/1069/sink.abc,1,0.222323,23
benchmark/laut/kaluza/1751/sink.abc,1,0.234015,22
benchmark/laut/kaluza/311/sink.abc,1,0.117278,2
benchmark/laut/kaluza/979/sink.abc,0,0.116758,1
benchmark/laut/kaluza/466/sink.abc,0,0.119455,1
benchmark/laut/kaluza/1262/sink.abc,0,0.118504,1
benchmark/laut/kaluza/714/sink.abc,0,0.117870,1
benchmark/laut/kaluza/1256/sink.abc,1,0.370150,6
benchmark/laut/kaluza/168/sink.abc,0,0.118345,1
benchmark/laut/kaluza/913/sink.abc,1,0.115457,2
benchmark/laut/kaluza/1058/sink.abc,1,0.166510,20
benchmark/laut/kaluza/820/sink.abc,1,0.120606,1
benchmark/laut/kaluza/1062/sink.abc,1,0.170559,20
benchmark/laut/kaluza/1819/sink.abc,1,0.117456,1
benchmark/laut/kaluza/1117/sink.abc,0,0.126586,1
benchmark/laut/kaluza/1244/sink.abc,0,0.118691,1
