benchmark=kaluza,solver=abc,TO=20.000000
path,sat,time,step
benchmark/laut/kaluza/1998/sink.abc,0,0.121064,1
benchmark/laut/kaluza/1396/sink.abc,1,0.169569,20
benchmark/laut/kaluza/1703/sink.abc,1,0.119982,1
benchmark/laut/kaluza/1522/sink.abc,0,0.169196,1
benchmark/laut/kaluza/970/sink.abc,0,0.125403,1
benchmark/laut/kaluza/1375/sink.abc,1,0.170595,20
benchmark/laut/kaluza/1176/sink.abc,0,0.117478,1
benchmark/laut/kaluza/1064/sink.abc,1,0.121034,1
benchmark/laut/kaluza/171/sink.abc,1,0.370026,6
benchmark/laut/kaluza/1763/sink.abc,0,0.119580,1
benchmark/laut/kaluza/1083/sink.abc,0,0.118951,1
benchmark/laut/kaluza/1797/sink.abc,0,0.116419,1
benchmark/laut/kaluza/1078/sink.abc,1,0.122096,1
benchmark/laut/kaluza/1266/sink.abc,0,0.174869,1
benchmark/laut/kaluza/1790/sink.abc,1,0.168742,20
benchmark/laut/kaluza/488/sink.abc,0,0.117610,1
benchmark/laut/kaluza/363/sink.abc,1,0.121723,2
benchmark/laut/kaluza/1839/sink.abc,0,0.116053,1
benchmark/laut/kaluza/1565/sink.abc,0,0.116150,1
benchmark/laut/kaluza/8/sink.abc,1,0.117949,2
benchmark/laut/kaluza/1941/sink.abc,0,0.120476,1
benchmark/laut/kaluza/373/sink.abc,1,0.118891,2
benchmark/laut/kaluza/1970/sink.abc,0,0.119974,1
benchmark/laut/kaluza/1208/sink.abc,1,0.476220,22
benchmark/laut/kaluza/1487/sink.abc,0,0.120586,1
benchmark/laut/kaluza/94/sink.abc,1,0.121917,1
benchmark/laut/kaluza/935/sink.abc,0,0.119905,1
benchmark/laut/kaluza/1193/sink.abc,0,0.117925,1
benchmark/laut/kaluza/58/sink.abc,0,0.120517,1
benchmark/laut/kaluza/1764/sink.abc,0,0.169293,1
benchmark/laut/kaluza/1811/sink.abc,0,0.117546,1
benchmark/laut/kaluza/1354/sink.abc,0,0.121231,1
benchmark/laut/kaluza/1519/sink.abc,0,0.168838,1
benchmark/laut/kaluza/369/sink.abc,1,0.121357,2
benchmark/laut/kaluza/1592/sink.abc,0,0.119473,1
benchmark/laut/kaluza/119/sink.abc,0,0.120121,1
benchmark/laut/kaluza/1120/sink.abc,0,0.121449,1
benchmark/laut/kaluza/1090/sink.abc,0,0.124386,1
benchmark/laut/kaluza/1360/sink.abc,1,0.229676,20
benchmark/laut/kaluza/1600/sink.abc,0,0.120142,1
benchmark/laut/kaluza/1428/sink.abc,1,0.170489,21
benchmark/laut/kaluza/402/sink.abc,0,0.120347,1
benchmark/laut/kaluza/1979/sink.abc,0,0.118845,1
benchmark/laut/kaluza/1110/sink.abc,0,0.116433,1
benchmark/laut/kaluza/930/sink.abc,0,0.119837,1
benchmark/laut/kaluza/870/sink.abc,1,0.122696,2
benchmark/laut/kaluza/1554/sink.abc,1,0.119237,2
benchmark/laut/kaluza/228/sink.abc,1,0.321067,6
benchmark/laut/kaluza/815/sink.abc,0,0.118614,1
benchmark/laut/kaluza/782/sink.abc,1,0.169457,21
benchmark/laut/kaluza/1287/sink.abc,0,0.118860,1
benchmark/laut/kaluza/1129/sink.abc,1,0.123493,2
benchmark/laut/kaluza/678/sink.abc,1,0.119696,2
benchmark/laut/kaluza/1732/sink.abc,1,0.171712,21
benchmark/laut/kaluza/1524/sink.abc,1,0.270172,22
benchmark/laut/kaluza/382/sink.abc,0,0.114916,1
benchmark/laut/kaluza/1296/sink.abc,0,0.118108,1
benchmark/laut/kaluza/471/sink.abc,0,0.123647,1
benchmark/laut/kaluza/277/sink.abc,1,0.117412,5
benchmark/laut/kaluza/1204/sink.abc,1,0.168476,20
benchmark/laut/kaluza/1170/sink.abc,0,0.170410,1
benchmark/laut/kaluza/1035/sink.abc,1,0.121885,1
benchmark/laut/kaluza/1698/sink.abc,0,0.117955,1
benchmark/laut/kaluza/804/sink.abc,1,0.176572,21
benchmark/laut/kaluza/339/sink.abc,0,0.116988,1
benchmark/laut/kaluza/972/sink.abc,0,0.122594,1
benchmark/laut/kaluza/1014/sink.abc,1,0.167056,12
benchmark/laut/kaluza/485/sink.abc,1,0.221387,20
benchmark/laut/kaluza/1748/sink.abc,1,0.119460,2
benchmark/laut/kaluza/1395/sink.abc,1,0.174647,2
benchmark/laut/kaluza/1399/sink.abc,1,0.219395,22
benchmark/laut/kaluza/1833/sink.abc,0,0.169355,1
benchmark/laut/kaluza/1580/sink.abc,0,0.119469,1
benchmark/laut/kaluza/845/sink.abc,1,0.106555,2
benchmark/laut/kaluza/401/sink.abc,0,0.118349,1
benchmark/laut/kaluza/14/sink.abc,1,0.120103,1
benchmark/laut/kaluza/658/sink.abc,0,0.115940,1
benchmark/laut/kaluza/254/sink.abc,0,0.122594,1
benchmark/laut/kaluza/255/sink.abc,1,0.371389,6
benchmark/laut/kaluza/1022/sink.abc,1,0.368660,6
benchmark/laut/kaluza/602/sink.abc,1,0.169516,2
benchmark/laut/kaluza/1990/sink.abc,0,0.122099,1
benchmark/laut/kaluza/1100/sink.abc,0,0.116500,1
benchmark/laut/kaluza/1192/sink.abc,1,0.168335,22
benchmark/laut/kaluza/1882/sink.abc,1,0.116618,2
benchmark/laut/kaluza/1948/sink.abc,1,3.999889,25
benchmark/laut/kaluza/1646/sink.abc,0,0.118475,1
benchmark/laut/kaluza/697/sink.abc,0,0.119754,1
benchmark/laut/kaluza/927/sink.abc,0,0.118783,2
benchmark/laut/kaluza/1886/sink.abc,1,0.372328,6
benchmark/laut/kaluza/304/sink.abc,1,0.120271,5
benchmark/laut/kaluza/1236/sink.abc,0,0.115214,1
benchmark/laut/kaluza/1076/sink.abc,0,0.119180,1
benchmark/laut/kaluza/1376/sink.abc,1,0.168441,6
benchmark/laut/kaluza/1540/sink.abc,0,0.122972,1
benchmark/laut/kaluza/440/sink.abc,0,0.118291,1
benchmark/laut/kaluza/151/sink.abc,1,0.378378,6
benchmark/laut/kaluza/1454/sink.abc,0,0.168873,1
benchmark/laut/kaluza/342/sink.abc,1,0.119520,1
benchmark/laut/kaluza/1560/sink.abc,0,0.121813,1
benchmark/laut/kaluza/365/sink.abc,1,0.116617,9
benchmark/laut/kaluza/1394/sink.abc,1,0.118052,2
benchmark/laut/kaluza/1562/sink.abc,0,0.119628,1
benchmark/laut/kaluza/101/sink.abc,1,0.120754,5
benchmark/laut/kaluza/400/sink.abc,0,0.122112,1
benchmark/laut/kaluza/294/sink.abc,1,0.117194,5
benchmark/laut/kaluza/675/sink.abc,0,0.117481,1
benchmark/laut/kaluza/1837/sink.abc,1,0.524035,22
benchmark/laut/kaluza/54/sink.abc,0,0.126632,1
benchmark/laut/kaluza/1840/sink.abc,1,0.171027,20
benchmark/laut/kaluza/247/sink.abc,0,0.119748,1
benchmark/laut/kaluza/110/sink.abc,0,0.117548,1
benchmark/laut/kaluza/476/sink.abc,1,0.172796,21
benchmark/laut/kaluza/45/sink.abc,0,0.121017,1
benchmark/laut/kaluza/853/sink.abc,1,0.168522,21
benchmark/laut/kaluza/1095/sink.abc,1,0.117979,2
benchmark/laut/kaluza/1370/sink.abc,1,0.171491,21
benchmark/laut/kaluza/1630/sink.abc,1,0.170433,20
benchmark/laut/kaluza/1655/sink.abc,0,0.120767,1
benchmark/laut/kaluza/1734/sink.abc,0,0.116977,1
benchmark/laut/kaluza/521/sink.abc,0,0.117374,1
benchmark/laut/kaluza/484/sink.abc,1,0.118229,2
benchmark/laut/kaluza/944/sink.abc,0,0.118499,1
benchmark/laut/kaluza/527/sink.abc,0,0.117086,1
benchmark/laut/kaluza/902/sink.abc,0,0.118094,1
benchmark/laut/kaluza/193/sink.abc,1,0.226408,6
benchmark/laut/kaluza/1595/sink.abc,0,0.118247,1
benchmark/laut/kaluza/291/sink.abc,0,0.120858,1
benchmark/laut/kaluza/528/sink.abc,1,0.115983,2
benchmark/laut/kaluza/824/sink.abc,1,0.116864,2
benchmark/laut/kaluza/493/sink.abc,0,0.117682,1
benchmark/laut/kaluza/1924/sink.abc,0,0.129348,1
benchmark/laut/kaluza/1746/sink.abc,0,0.118100,1
benchmark/laut/kaluza/1708/sink.abc,1,0.122057,2
benchmark/laut/kaluza/1084/sink.abc,0,0.118618,1
benchmark/laut/kaluza/1050/sink.abc,0,0.120568,1
benchmark/laut/kaluza/432/sink.abc,0,0.120193,1
benchmark/laut/kaluza/1692/sink.abc,1,0.122784,20
benchmark/laut/kaluza/154/sink.abc,1,0.117171,5
benchmark/laut/kaluza/105/sink.abc,1,0.117659,5
benchmark/laut/kaluza/95/sink.abc,1,0.374242,6
benchmark/laut/kaluza/1650/sink.abc,1,0.168633,20
benchmark/laut/kaluza/1013/sink.abc,0,0.117003,1
benchmark/laut/kaluza/1160/sink.abc,0,0.119525,1
benchmark/laut/kaluza/1896/sink.abc,1,0.173846,20
benchmark/laut/kaluza/1221/sink.abc,0,0.120155,1
benchmark/laut/kaluza/250/sink.abc,1,0.170735,5
benchmark/laut/kaluza/1405/sink.abc,0,0.116414,1
benchmark/laut/kaluza/1457/sink.abc,0,0.117668,1
benchmark/laut/kaluza/774/sink.abc,0,0.117420,1
benchmark/laut/kaluza/1215/sink.abc,0,0.125013,1
benchmark/laut/kaluza/1143/sink.abc,0,0.102510,1
benchmark/laut/kaluza/104/sink.abc,1,0.117806,2
benchmark/laut/kaluza/1675/sink.abc,1,0.171657,20
benchmark/laut/kaluza/933/sink.abc,0,0.120295,1
benchmark/laut/kaluza/303/sink.abc,1,0.117171,2
benchmark/laut/kaluza/864/sink.abc,1,0.176830,22
benchmark/laut/kaluza/237/sink.abc,1,0.116737,5
benchmark/laut/kaluza/1412/sink.abc,0,0.120352,1
benchmark/laut/kaluza/330/sink.abc,0,0.119099,1
benchmark/laut/kaluza/1181/sink.abc,0,0.125914,1
benchmark/laut/kaluza/1331/sink.abc,1,0.220009,22
benchmark/laut/kaluza/1695/sink.abc,1,0.171062,23
benchmark/laut/kaluza/1194/sink.abc,1,0.120958,2
benchmark/laut/kaluza/1818/sink.abc,1,0.119215,2
benchmark/laut/kaluza/450/sink.abc,0,0.124837,1
benchmark/laut/kaluza/747/sink.abc,0,0.169013,1
benchmark/laut/kaluza/1409/sink.abc,1,0.268542,6
benchmark/laut/kaluza/138/sink.abc,1,0.119229,2
benchmark/laut/kaluza/1809/sink.abc,1,0.317543,6
benchmark/laut/kaluza/1987/sink.abc,0,0.121240,1
benchmark/laut/kaluza/1159/sink.abc,0,0.120096,1
benchmark/laut/kaluza/900/sink.abc,0,0.120748,1
benchmark/laut/kaluza/534/sink.abc,0,0.120452,1
benchmark/laut/kaluza/183/sink.abc,0,0.118274,1
benchmark/laut/kaluza/1462/sink.abc,0,0.167482,1
benchmark/laut/kaluza/1456/sink.abc,1,0.169847,5
benchmark/laut/kaluza/683/sink.abc,0,0.118102,1
benchmark/laut/kaluza/1681/sink.abc,0,0.115378,1
benchmark/laut/kaluza/208/sink.abc,1,0.119080,5
benchmark/laut/kaluza/760/sink.abc,0,0.122829,1
benchmark/laut/kaluza/612/sink.abc,0,0.169089,1
benchmark/laut/kaluza/753/sink.abc,0,0.118971,1
benchmark/laut/kaluza/575/sink.abc,1,0.124191,19
benchmark/laut/kaluza/1222/sink.abc,1,0.167646,21
benchmark/laut/kaluza/1844/sink.abc,1,0.168625,21
benchmark/laut/kaluza/1458/sink.abc,0,0.877616,1
benchmark/laut/kaluza/1825/sink.abc,1,0.118138,13
benchmark/laut/kaluza/144/sink.abc,1,0.118221,1
benchmark/laut/kaluza/1760/sink.abc,1,0.116101,1
benchmark/laut/kaluza/1821/sink.abc,1,0.116224,2
benchmark/laut/kaluza/1214/sink.abc,1,0.168932,23
benchmark/laut/kaluza/1984/sink.abc,1,0.168959,22
benchmark/laut/kaluza/1537/sink.abc,1,0.372372,6
benchmark/laut/kaluza/655/sink.abc,1,0.120538,1
benchmark/laut/kaluza/1801/sink.abc,0,0.120541,1
benchmark/laut/kaluza/961/sink.abc,0,0.121490,1
benchmark/laut/kaluza/1401/sink.abc,0,0.170679,1
benchmark/laut/kaluza/964/sink.abc,1,0.121048,2
benchmark/laut/kaluza/1485/sink.abc,1,0.333327,22
benchmark/laut/kaluza/1325/sink.abc,0,0.172715,1
benchmark/laut/kaluza/453/sink.abc,0,0.120255,1
benchmark/laut/kaluza/262/sink.abc,t,0.0,0
benchmark/laut/kaluza/692/sink.abc,1,0.374815,6
benchmark/laut/kaluza/1985/sink.abc,0,0.117276,1
benchmark/laut/kaluza/589/sink.abc,0,0.118887,1
benchmark/laut/kaluza/1475/sink.abc,0,0.170543,1
benchmark/laut/kaluza/187/sink.abc,0,0.122759,1
benchmark/laut/kaluza/514/sink.abc,0,0.117831,1
benchmark/laut/kaluza/917/sink.abc,0,0.119784,1
benchmark/laut/kaluza/1977/sink.abc,1,3.237167,25
benchmark/laut/kaluza/314/sink.abc,0,0.119055,1
benchmark/laut/kaluza/976/sink.abc,0,0.124209,1
benchmark/laut/kaluza/1756/sink.abc,0,0.118634,1
benchmark/laut/kaluza/38/sink.abc,0,0.118887,1
benchmark/laut/kaluza/202/sink.abc,1,0.284502,5
benchmark/laut/kaluza/1342/sink.abc,1,0.223170,15
benchmark/laut/kaluza/555/sink.abc,1,0.219097,21
benchmark/laut/kaluza/1933/sink.abc,0,0.119401,1
benchmark/laut/kaluza/1397/sink.abc,1,0.169822,6
benchmark/laut/kaluza/1605/sink.abc,0,0.117767,1
benchmark/laut/kaluza/889/sink.abc,1,0.168390,21
benchmark/laut/kaluza/6/sink.abc,1,0.118120,5
benchmark/laut/kaluza/173/sink.abc,1,0.376174,6
benchmark/laut/kaluza/1880/sink.abc,1,0.120450,2
benchmark/laut/kaluza/199/sink.abc,0,0.117985,1
benchmark/laut/kaluza/578/sink.abc,1,0.120869,2
benchmark/laut/kaluza/1743/sink.abc,1,0.518150,22
benchmark/laut/kaluza/571/sink.abc,1,0.169406,20
benchmark/laut/kaluza/1679/sink.abc,1,0.119237,2
benchmark/laut/kaluza/124/sink.abc,0,0.117572,1
benchmark/laut/kaluza/335/sink.abc,1,0.119163,2
benchmark/laut/kaluza/1997/sink.abc,0,0.116416,1
benchmark/laut/kaluza/778/sink.abc,0,0.118168,1
benchmark/laut/kaluza/1247/sink.abc,1,0.170572,23
benchmark/laut/kaluza/1587/sink.abc,0,0.117412,1
benchmark/laut/kaluza/1617/sink.abc,0,0.122366,1
benchmark/laut/kaluza/113/sink.abc,1,0.118782,5
benchmark/laut/kaluza/270/sink.abc,0,0.126093,1
benchmark/laut/kaluza/1920/sink.abc,0,0.119460,1
benchmark/laut/kaluza/507/sink.abc,0,0.119601,1
benchmark/laut/kaluza/393/sink.abc,0,0.119383,1
benchmark/laut/kaluza/1020/sink.abc,0,0.119992,1
benchmark/laut/kaluza/1322/sink.abc,0,0.174118,1
benchmark/laut/kaluza/660/sink.abc,1,0.165793,20
benchmark/laut/kaluza/1441/sink.abc,1,0.117791,2
benchmark/laut/kaluza/1007/sink.abc,0,0.120193,1
benchmark/laut/kaluza/1000/sink.abc,0,0.120995,1
benchmark/laut/kaluza/1911/sink.abc,1,0.118653,2
benchmark/laut/kaluza/1251/sink.abc,1,0.117146,6
benchmark/laut/kaluza/1479/sink.abc,1,0.116506,1
benchmark/laut/kaluza/849/sink.abc,1,0.118418,2
benchmark/laut/kaluza/673/sink.abc,1,0.118538,20
benchmark/laut/kaluza/306/sink.abc,0,0.119156,1
benchmark/laut/kaluza/637/sink.abc,0,0.130917,1
benchmark/laut/kaluza/982/sink.abc,0,0.120906,1
benchmark/laut/kaluza/143/sink.abc,1,0.118000,5
benchmark/laut/kaluza/1071/sink.abc,1,0.119802,2
benchmark/laut/kaluza/1939/sink.abc,0,0.117159,1
benchmark/laut/kaluza/321/sink.abc,1,0.169703,5
benchmark/laut/kaluza/327/sink.abc,1,0.119999,2
benchmark/laut/kaluza/761/sink.abc,1,0.173095,21
benchmark/laut/kaluza/1723/sink.abc,0,0.118905,1
benchmark/laut/kaluza/1884/sink.abc,0,0.117776,1
benchmark/laut/kaluza/542/sink.abc,0,0.117942,1
benchmark/laut/kaluza/903/sink.abc,1,0.170127,12
benchmark/laut/kaluza/592/sink.abc,1,0.180859,21
benchmark/laut/kaluza/1953/sink.abc,0,0.119622,1
benchmark/laut/kaluza/1051/sink.abc,1,0.167637,20
benchmark/laut/kaluza/1623/sink.abc,0,0.119899,1
benchmark/laut/kaluza/248/sink.abc,1,0.377269,6
benchmark/laut/kaluza/265/sink.abc,1,0.125047,1
benchmark/laut/kaluza/359/sink.abc,0,0.115875,1
benchmark/laut/kaluza/61/sink.abc,0,0.177004,1
benchmark/laut/kaluza/821/sink.abc,1,0.169725,2
benchmark/laut/kaluza/68/sink.abc,1,0.370445,6
benchmark/laut/kaluza/340/sink.abc,1,0.119850,11
benchmark/laut/kaluza/1744/sink.abc,1,0.117685,2
benchmark/laut/kaluza/858/sink.abc,0,0.120554,1
benchmark/laut/kaluza/1126/sink.abc,1,0.368647,6
benchmark/laut/kaluza/468/sink.abc,0,0.120033,1
benchmark/laut/kaluza/1863/sink.abc,0,0.124804,1
benchmark/laut/kaluza/682/sink.abc,0,0.168508,1
benchmark/laut/kaluza/1601/sink.abc,0,0.118652,1
benchmark/laut/kaluza/473/sink.abc,1,0.320891,6
benchmark/laut/kaluza/360/sink.abc,1,0.170232,20
benchmark/laut/kaluza/1011/sink.abc,1,0.167794,19
benchmark/laut/kaluza/1691/sink.abc,0,0.126185,1
benchmark/laut/kaluza/155/sink.abc,1,0.119711,5
benchmark/laut/kaluza/1591/sink.abc,0,0.119262,1
benchmark/laut/kaluza/1680/sink.abc,0,0.119355,1
benchmark/laut/kaluza/200/sink.abc,0,0.118733,1
benchmark/laut/kaluza/967/sink.abc,0,0.118134,1
benchmark/laut/kaluza/574/sink.abc,1,0.169464,13
benchmark/laut/kaluza/741/sink.abc,1,0.166359,20
benchmark/laut/kaluza/1309/sink.abc,1,0.116170,2
benchmark/laut/kaluza/1365/sink.abc,0,0.116732,1
benchmark/laut/kaluza/1359/sink.abc,1,0.170695,20
benchmark/laut/kaluza/803/sink.abc,0,0.118716,1
benchmark/laut/kaluza/1521/sink.abc,1,0.166225,2
benchmark/laut/kaluza/1618/sink.abc,0,0.128487,1
benchmark/laut/kaluza/1531/sink.abc,1,0.116934,20
benchmark/laut/kaluza/1472/sink.abc,0,0.119055,1
benchmark/laut/kaluza/1381/sink.abc,1,0.118620,2
benchmark/laut/kaluza/707/sink.abc,0,0.119717,1
benchmark/laut/kaluza/159/sink.abc,0,0.119053,1
benchmark/laut/kaluza/908/sink.abc,0,0.119813,1
benchmark/laut/kaluza/1465/sink.abc,0,0.170955,1
benchmark/laut/kaluza/790/sink.abc,0,0.118630,1
benchmark/laut/kaluza/1/sink.abc,0,0.119548,1
benchmark/laut/kaluza/1845/sink.abc,1,0.173019,20
benchmark/laut/kaluza/752/sink.abc,1,0.126531,1
benchmark/laut/kaluza/1672/sink.abc,0,0.171263,1
benchmark/laut/kaluza/1677/sink.abc,0,0.126352,1
benchmark/laut/kaluza/376/sink.abc,0,0.117010,1
benchmark/laut/kaluza/1539/sink.abc,0,0.118911,1
benchmark/laut/kaluza/1857/sink.abc,0,0.118359,1
benchmark/laut/kaluza/1255/sink.abc,1,0.129743,2
benchmark/laut/kaluza/1286/sink.abc,0,0.129679,1
benchmark/laut/kaluza/1323/sink.abc,0,0.118402,1
benchmark/laut/kaluza/1338/sink.abc,1,0.473107,25
benchmark/laut/kaluza/975/sink.abc,1,0.170601,20
benchmark/laut/kaluza/1422/sink.abc,0,0.169194,1
benchmark/laut/kaluza/1702/sink.abc,0,0.119148,1
benchmark/laut/kaluza/263/sink.abc,1,0.119399,5
benchmark/laut/kaluza/1851/sink.abc,0,0.120064,1
benchmark/laut/kaluza/479/sink.abc,1,0.168325,21
benchmark/laut/kaluza/952/sink.abc,1,0.118491,12
benchmark/laut/kaluza/1596/sink.abc,1,0.117051,5
benchmark/laut/kaluza/1210/sink.abc,1,0.172429,21
benchmark/laut/kaluza/218/sink.abc,1,0.117348,5
benchmark/laut/kaluza/158/sink.abc,1,0.468506,65
benchmark/laut/kaluza/1505/sink.abc,1,0.169858,21
benchmark/laut/kaluza/483/sink.abc,0,0.118941,1
benchmark/laut/kaluza/1774/sink.abc,1,0.119666,2
benchmark/laut/kaluza/1653/sink.abc,0,0.119252,1
benchmark/laut/kaluza/746/sink.abc,1,0.166185,21
benchmark/laut/kaluza/716/sink.abc,0,0.118767,1
benchmark/laut/kaluza/792/sink.abc,1,0.124942,1
benchmark/laut/kaluza/305/sink.abc,1,0.121545,1
benchmark/laut/kaluza/1828/sink.abc,0,0.120656,1
benchmark/laut/kaluza/1042/sink.abc,0,0.168446,1
benchmark/laut/kaluza/1028/sink.abc,1,0.120039,2
benchmark/laut/kaluza/806/sink.abc,1,0.180533,23
benchmark/laut/kaluza/1927/sink.abc,0,0.120987,1
benchmark/laut/kaluza/556/sink.abc,1,0.168405,21
benchmark/laut/kaluza/494/sink.abc,0,0.118303,1
benchmark/laut/kaluza/89/sink.abc,1,0.120206,1
benchmark/laut/kaluza/222/sink.abc,0,0.118400,1
benchmark/laut/kaluza/1497/sink.abc,1,0.169145,2
benchmark/laut/kaluza/1943/sink.abc,1,0.168940,12
benchmark/laut/kaluza/581/sink.abc,1,0.118130,1
benchmark/laut/kaluza/1875/sink.abc,1,0.117209,2
benchmark/laut/kaluza/72/sink.abc,1,0.372353,6
benchmark/laut/kaluza/1520/sink.abc,1,0.117572,2
benchmark/laut/kaluza/1001/sink.abc,1,0.170991,21
benchmark/laut/kaluza/1080/sink.abc,1,0.173540,19
benchmark/laut/kaluza/1930/sink.abc,1,0.119346,2
benchmark/laut/kaluza/408/sink.abc,1,0.167250,12
benchmark/laut/kaluza/230/sink.abc,1,0.169733,5
benchmark/laut/kaluza/416/sink.abc,0,0.177131,1
benchmark/laut/kaluza/297/sink.abc,1,0.121016,5
benchmark/laut/kaluza/1947/sink.abc,1,0.123445,2
benchmark/laut/kaluza/1858/sink.abc,0,0.170399,1
benchmark/laut/kaluza/1957/sink.abc,0,0.119968,1
benchmark/laut/kaluza/1242/sink.abc,0,0.117533,1
benchmark/laut/kaluza/1499/sink.abc,0,0.118383,1
benchmark/laut/kaluza/1942/sink.abc,0,0.116809,1
benchmark/laut/kaluza/634/sink.abc,1,0.167459,21
benchmark/laut/kaluza/1739/sink.abc,1,0.174355,20
benchmark/laut/kaluza/1355/sink.abc,1,0.573595,22
benchmark/laut/kaluza/1319/sink.abc,1,0.166533,23
benchmark/laut/kaluza/1113/sink.abc,1,0.122253,2
benchmark/laut/kaluza/1988/sink.abc,1,0.219219,19
benchmark/laut/kaluza/309/sink.abc,0,0.127228,1
benchmark/laut/kaluza/1362/sink.abc,1,0.117066,1
benchmark/laut/kaluza/1356/sink.abc,0,0.117231,1
benchmark/laut/kaluza/1295/sink.abc,1,0.220812,23
benchmark/laut/kaluza/1364/sink.abc,1,0.525879,22
benchmark/laut/kaluza/1832/sink.abc,0,0.116437,1
benchmark/laut/kaluza/1033/sink.abc,1,0.119388,2
benchmark/laut/kaluza/1676/sink.abc,1,0.218196,22
benchmark/laut/kaluza/781/sink.abc,0,0.129905,1
benchmark/laut/kaluza/396/sink.abc,1,0.117074,2
benchmark/laut/kaluza/1804/sink.abc,1,0.377456,6
benchmark/laut/kaluza/1976/sink.abc,1,0.114436,2
benchmark/laut/kaluza/547/sink.abc,0,0.118905,1
benchmark/laut/kaluza/981/sink.abc,1,0.320277,6
benchmark/laut/kaluza/9/sink.abc,1,0.117716,5
benchmark/laut/kaluza/1934/sink.abc,1,0.520008,22
benchmark/laut/kaluza/1158/sink.abc,0,0.119915,1
benchmark/laut/kaluza/676/sink.abc,0,0.120517,1
benchmark/laut/kaluza/1762/sink.abc,1,0.120253,2
benchmark/laut/kaluza/32/sink.abc,0,0.120415,1
benchmark/laut/kaluza/1123/sink.abc,1,0.123992,2
benchmark/laut/kaluza/1578/sink.abc,1,0.175600,20
benchmark/laut/kaluza/1303/sink.abc,0,0.119612,1
benchmark/laut/kaluza/1404/sink.abc,1,0.177634,20
benchmark/laut/kaluza/63/sink.abc,1,0.115487,1
benchmark/laut/kaluza/1489/sink.abc,0,0.118003,1
benchmark/laut/kaluza/1403/sink.abc,0,0.117089,1
benchmark/laut/kaluza/1971/sink.abc,1,0.170544,23
benchmark/laut/kaluza/1037/sink.abc,0,0.116854,1
benchmark/laut/kaluza/308/sink.abc,0,0.117840,1
benchmark/laut/kaluza/623/sink.abc,0,0.122423,1
benchmark/laut/kaluza/1010/sink.abc,1,0.117323,2
benchmark/laut/kaluza/576/sink.abc,0,0.170396,1
benchmark/laut/kaluza/1346/sink.abc,0,0.119311,1
benchmark/laut/kaluza/1410/sink.abc,0,0.121477,1
benchmark/laut/kaluza/1606/sink.abc,0,0.116505,1
benchmark/laut/kaluza/70/sink.abc,1,0.121507,4
benchmark/laut/kaluza/1707/sink.abc,0,0.117330,1
benchmark/laut/kaluza/282/sink.abc,1,0.325458,6
benchmark/laut/kaluza/1899/sink.abc,0,0.118410,1
benchmark/laut/kaluza/287/sink.abc,1,0.122411,2
benchmark/laut/kaluza/182/sink.abc,1,0.118652,5
benchmark/laut/kaluza/1402/sink.abc,0,0.170944,1
benchmark/laut/kaluza/644/sink.abc,0,0.119099,1
benchmark/laut/kaluza/1249/sink.abc,0,0.121275,1
benchmark/laut/kaluza/252/sink.abc,1,0.117735,2
benchmark/laut/kaluza/828/sink.abc,0,0.118264,1
benchmark/laut/kaluza/508/sink.abc,0,0.121090,1
benchmark/laut/kaluza/1320/sink.abc,0,0.120887,1
benchmark/laut/kaluza/907/sink.abc,0,0.121416,1
benchmark/laut/kaluza/194/sink.abc,1,0.121061,1
benchmark/laut/kaluza/1620/sink.abc,1,0.127560,5
benchmark/laut/kaluza/1098/sink.abc,0,0.119788,1
benchmark/laut/kaluza/19/sink.abc,0,0.120938,1
benchmark/laut/kaluza/1872/sink.abc,0,0.116975,1
benchmark/laut/kaluza/170/sink.abc,1,0.117893,2
benchmark/laut/kaluza/1340/sink.abc,0,0.121602,1
benchmark/laut/kaluza/246/sink.abc,1,0.117187,2
benchmark/laut/kaluza/684/sink.abc,1,0.116752,13
benchmark/laut/kaluza/1660/sink.abc,1,0.170085,2
benchmark/laut/kaluza/458/sink.abc,0,0.119682,1
benchmark/laut/kaluza/245/sink.abc,1,0.117191,5
benchmark/laut/kaluza/435/sink.abc,1,0.525033,22
benchmark/laut/kaluza/341/sink.abc,0,0.117711,1
benchmark/laut/kaluza/698/sink.abc,1,0.533719,22
benchmark/laut/kaluza/1177/sink.abc,0,0.170346,1
benchmark/laut/kaluza/1371/sink.abc,1,0.170294,21
benchmark/laut/kaluza/1673/sink.abc,1,0.526152,22
benchmark/laut/kaluza/1132/sink.abc,1,0.367646,6
benchmark/laut/kaluza/91/sink.abc,1,0.118269,5
benchmark/laut/kaluza/1264/sink.abc,0,0.117905,1
benchmark/laut/kaluza/1793/sink.abc,0,0.118335,1
benchmark/laut/kaluza/1794/sink.abc,0,0.119439,1
benchmark/laut/kaluza/1889/sink.abc,0,0.116910,1
benchmark/laut/kaluza/1141/sink.abc,0,0.129267,1
benchmark/laut/kaluza/1260/sink.abc,0,0.117366,1
benchmark/laut/kaluza/1693/sink.abc,1,0.169255,20
benchmark/laut/kaluza/451/sink.abc,0,0.099796,1
benchmark/laut/kaluza/848/sink.abc,1,0.519596,22
benchmark/laut/kaluza/749/sink.abc,1,0.116569,2
benchmark/laut/kaluza/1124/sink.abc,0,0.118587,1
benchmark/laut/kaluza/1536/sink.abc,0,0.118101,1
benchmark/laut/kaluza/796/sink.abc,0,0.118732,1
